1
10
0.840188	0.477397	1.317585
0.394383	0.628871	1.023254
0.783099	0.364784	1.147884
0.798440	0.513401	1.311841
0.911647	0.952230	1.863877
0.197551	0.916195	1.113746
0.335223	0.635712	0.970935
0.768230	0.717297	1.485527
0.277775	0.141603	0.419377
0.553970	0.606969	1.160939


100
0.016301	0.103171	0.119472
0.242887	0.126075	0.368962
0.137232	0.495444	0.632676
0.804177	0.760475	1.564652
0.156679	0.984752	1.141431
0.400944	0.935004	1.335948
0.129790	0.684445	0.814235
0.108809	0.383188	0.491997
0.998924	0.749771	1.748695
0.218257	0.368664	0.586920
0.512932	0.294160	0.807093
0.839112	0.232262	1.071374
0.612640	0.584489	1.197128
0.296032	0.244413	0.540444
0.637552	0.152390	0.789942
0.524287	0.732149	1.256436
0.493583	0.125475	0.619058
0.972775	0.793470	1.766245
0.292517	0.164102	0.456619
0.771358	0.745071	1.516429
0.526745	0.074530	0.601275
0.769914	0.950104	1.720018
0.400229	0.052529	0.452758
0.891529	0.521563	1.413093
0.283315	0.176211	0.459525
0.352458	0.240062	0.592521
0.807725	0.797798	1.605523
0.919026	0.732654	1.651681
0.069755	0.656564	0.726319
0.949327	0.967405	1.916732
0.525995	0.639458	1.165454
0.086056	0.759735	0.845791
0.192214	0.093480	0.285694
0.663227	0.134902	0.798129
0.890233	0.520210	1.410443
0.348893	0.078232	0.427125
0.064171	0.069906	0.134078
0.020023	0.204655	0.224678
0.457702	0.461420	0.919122
0.063096	0.819677	0.882773
0.238280	0.573319	0.811599
0.970634	0.755581	1.726215
0.902208	0.051939	0.954147
0.850920	0.157807	1.008727
0.266666	0.999994	1.266659
0.539760	0.204329	0.744089
0.375207	0.889956	1.265163
0.760249	0.125468	0.885717
0.512535	0.997799	1.510334
0.667724	0.054058	0.721781
0.531606	0.870540	1.402146
0.039280	0.072329	0.111609
0.437638	0.004162	0.441799
0.931835	0.923069	1.854904
0.930810	0.593892	1.524702
0.720952	0.180372	0.901325
0.284293	0.163132	0.447425
0.738534	0.391690	1.130225
0.639979	0.913027	1.553005
0.354049	0.819695	1.173744
0.687861	0.359095	1.046957
0.165974	0.552485	0.718459
0.440105	0.579430	1.019534
0.880075	0.452576	1.332651
0.829201	0.687387	1.516588
0.330337	0.099640	0.429977
0.228968	0.530808	0.759776
0.893372	0.757294	1.650666
0.350360	0.304295	0.654655
0.686670	0.992228	1.678898
0.956468	0.576971	1.533439
0.588640	0.877614	1.466254
0.657304	0.747809	1.405113
0.858676	0.628910	1.487586
0.439560	0.035421	0.474981
0.923970	0.747803	1.671773
0.398437	0.833239	1.231675
0.814767	0.925377	1.740143
0.684219	0.873271	1.557490
0.910972	0.831038	1.742010
0.482491	0.979434	1.461925
0.215825	0.743811	0.959636
0.950252	0.903366	1.853619
0.920128	0.983596	1.903724
0.147660	0.666880	0.814540
0.881062	0.497259	1.378321
0.641081	0.163968	0.805049
0.431953	0.830012	1.261965
0.619596	0.888949	1.508545
0.281059	0.076995	0.358054
0.786002	0.649707	1.435709
0.307458	0.248044	0.555502
0.447034	0.629480	1.076513
0.226107	0.229137	0.455244
0.187533	0.700620	0.888153
0.276235	0.316867	0.593102
0.556444	0.328777	0.885221
0.416501	0.231428	0.647929
0.169607	0.074161	0.243768
0.906804	0.633072	1.539876


4
10
0.223656	0.944318	1.167974
0.651132	0.450918	1.102050
0.510686	0.336351	0.847037
0.971466	0.847684	1.819150
0.280042	0.434513	0.714555
0.546107	0.003231	0.549338
0.719269	0.344943	1.064211
0.113281	0.598481	0.711762
0.471483	0.833243	1.304727
0.592540	0.233892	0.826432


100
0.675476	0.151230	0.826706
0.482950	0.072545	0.555495
0.481936	0.107848	0.589784
0.304956	0.647207	0.952163
0.712087	0.363598	1.075686
0.182556	0.288270	0.470825
0.621823	0.331386	0.953209
0.040864	0.091149	0.132013
0.413984	0.427328	0.841311
0.695984	0.934495	1.630478
0.673936	0.583570	1.257507
0.637640	0.265461	0.903102
0.347116	0.658747	1.005862
0.184622	0.761778	0.946400
0.609106	0.487427	1.096533
0.627158	0.157272	0.784430
0.730729	0.883037	1.613766
0.328374	0.625665	0.954040
0.740438	0.517715	1.258153
0.202213	0.207844	0.410056
0.920914	0.557561	1.478475
0.684757	0.426199	1.110956
0.653130	0.829939	1.483069
0.257265	0.394388	0.651654
0.532441	0.244327	0.776768
0.087644	0.326013	0.413657
0.260497	0.729360	0.989857
0.877384	0.638654	1.516038
0.686125	0.984845	1.670969
0.093740	0.338243	0.431983
0.111276	0.897560	1.008836
0.361601	0.136075	0.497676
0.576690	0.410788	0.987478
0.593211	0.005409	0.598620
0.666557	0.783282	1.449839
0.288778	0.774386	1.063164
0.775767	0.293678	1.069445
0.288379	0.114668	0.403047
0.329642	0.865535	1.195177
0.189751	0.721006	0.910757
0.984363	0.049162	1.033526
0.003579	0.449105	0.452684
0.827391	0.986467	1.813858
0.331479	0.707909	1.039388
0.188201	0.210883	0.399084
0.436497	0.473894	0.910391
0.958637	0.865181	1.823818
0.918930	0.093920	1.012850
0.764871	0.099559	0.864431
0.699075	0.382896	1.081971
0.121143	0.301763	0.422906
0.685786	0.657120	1.342906
0.383832	0.809095	1.192927
0.774274	0.131702	0.905976
0.943051	0.051508	0.994560
0.916273	0.053422	0.969695
0.861917	0.457716	1.319633
0.203548	0.780868	0.984417
0.793657	0.692076	1.485733
0.548042	0.442560	0.990602
0.297288	0.119111	0.416400
0.904932	0.589637	1.494569
0.909643	0.578635	1.488278
0.873979	0.529899	1.403878
0.498144	0.595045	1.093189
0.576200	0.361917	0.938116
0.162757	0.304285	0.467042
0.273911	0.888723	1.162634
0.864579	0.476585	1.341164
0.492399	0.169820	0.662219
0.463662	0.609729	1.073391
0.848942	0.525747	1.374689
0.495977	0.618925	1.114903
0.291053	0.596196	0.887250
0.180421	0.233656	0.414077
0.684178	0.829808	1.513987
0.727550	0.070090	0.797640
0.139058	0.098837	0.237896
0.603109	0.923728	1.526837
0.492422	0.169649	0.662071
0.838134	0.481733	1.319867
0.724252	0.225491	0.949743
0.178208	0.826769	1.004977
0.221966	0.290829	0.512794
0.498525	0.357193	0.855718
0.121259	0.878278	0.999537
0.138238	0.344251	0.482489
0.360443	0.814909	1.175351
0.324807	0.659146	0.983953
0.931895	0.036327	0.968223
0.908485	0.257469	1.165954
0.622095	0.778257	1.400353
0.836828	0.625964	1.462792
0.818128	0.836104	1.654231
0.496074	0.308157	0.804231
0.334972	0.221009	0.555981
0.394327	0.198021	0.592348
0.658831	0.612442	1.271273
0.608883	0.109733	0.718616
0.258906	0.674605	0.933511


7
10
0.782262	0.555398	1.337660
0.719462	0.014579	0.734041
0.200352	0.380215	0.580567
0.401188	0.382167	0.783355
0.315658	0.305408	0.621066
0.434009	0.737408	1.171416
0.230996	0.260445	0.491441
0.385748	0.649659	1.035407
0.532846	0.552316	1.085162
0.154724	0.919591	1.074315


100
0.685986	0.247033	0.933019
0.809785	0.406767	1.216552
0.697848	0.017457	0.715305
0.311950	0.717597	1.029547
0.645889	0.573721	1.219610
0.006005	0.812947	0.818952
0.532960	0.582682	1.115642
0.843910	0.446743	1.290652
0.618447	0.477361	1.095808
0.642693	0.995165	1.637857
0.518515	0.058723	0.577238
0.400709	0.074260	0.474969
0.362154	0.640766	1.002921
0.718867	0.597280	1.316147
0.801897	0.222602	1.024499
0.677812	0.219788	0.897600
0.152876	0.630243	0.783119
0.032893	0.923513	0.956405
0.063561	0.737939	0.801499
0.685722	0.462852	1.148574
0.187616	0.438562	0.626178
0.618958	0.850586	1.469545
0.700301	0.952662	1.652963
0.567831	0.948911	1.516742
0.001125	0.899086	0.900212
0.005709	0.767014	0.772723
0.305239	0.333569	0.638808
0.261570	0.536743	0.798313
0.655368	0.219136	0.874504
0.857555	0.477551	1.335106
0.181161	0.949820	1.130982
0.341354	0.466169	0.807523
0.667341	0.884318	1.551658
0.879009	0.967277	1.846286
0.653305	0.183765	0.837070
0.313230	0.458039	0.771269
0.885014	0.780224	1.665238
0.186265	0.766448	0.952712
0.157139	0.904782	1.061921
0.503461	0.257585	0.761046
0.828957	0.761612	1.590570
0.675654	0.963505	1.639159
0.904170	0.331846	1.236016
0.191112	0.402379	0.593490
0.394521	0.560785	0.955306
0.706067	0.554448	1.260515
0.868924	0.622167	1.491091
0.547397	0.191028	0.738425
0.738959	0.477961	1.216920
0.932485	0.360105	1.292590
0.233119	0.653880	0.886999
0.926576	0.916523	1.843098
0.551443	0.210692	0.762134
0.933420	0.606542	1.539962
0.494407	0.865434	1.359840
0.552568	0.109778	0.662346
0.939129	0.373556	1.312685
0.799646	0.199003	0.998648
0.814139	0.646520	1.460659
0.594497	0.592692	1.187189
0.657201	0.676554	1.333755
0.995300	0.596341	1.591640
0.935852	0.058860	0.994712
0.324541	0.560872	0.885413
0.874309	0.563617	1.437927
0.589157	0.242626	0.831783
0.637771	0.018911	0.656682
0.759324	0.343841	1.103165
0.775421	0.009073	0.784495
0.794910	0.923692	1.718602
0.262785	0.601427	0.864211
0.604379	0.770686	1.375065
0.470564	0.887197	1.357761
0.166955	0.933273	1.100227
0.795490	0.173065	0.968555
0.865085	0.447982	1.313067
0.873021	0.487721	1.360742
0.664414	0.795231	1.459646
0.412483	0.639009	1.051492
0.611981	0.965682	1.577662
0.596899	0.155336	0.752235
0.645602	0.292889	0.938491
0.538557	0.882204	1.420761
0.148342	0.366028	0.514370
0.579022	0.899431	1.478453
0.032963	0.747638	0.780601
0.700910	0.475806	1.176716
0.518151	0.272987	0.791138
0.832609	0.946640	1.779250
0.515049	0.122326	0.637375
0.112648	0.865679	0.978327
0.489810	0.623194	1.113004
0.510349	0.718666	1.229015
0.048500	0.924540	0.973039
0.814351	0.184066	0.998418
0.384658	0.282284	0.666942
0.637656	0.167165	0.804822
0.452122	0.202977	0.655099
0.143982	0.626125	0.770107
0.413078	0.176239	0.589317


10
10
0.126669	0.614227	0.740896
0.227552	0.070557	0.298109
0.946925	0.393746	1.340671
0.013866	0.496431	0.510297
0.160824	0.436585	0.597409
0.119989	0.293177	0.413167
0.461848	0.244069	0.705917
0.648545	0.912391	1.560936
