65
14449 13822 Berlin
11509 12808 Dortmund
14751 12631 Dresden
12165 11676 Frankfurt
12703 14465 Hamburg
11240 12322 Koeln
14031 12808 Leipzig
13601 13439 Magdeburg
13808 10135 Muenchen
13704 15055 Rostock
13653 13346 Schoenebeck
12472 10594 Stuttgart
5045 15837 Belfast
6774 13832 Birmingham
5989 16739 Glasgow
6327 14649 Liverpool
7576 12924 London
6706 14648 Manchester
4703 14844 Dublin
6887 7468 Bordeaux
10063 8072 Lyon
10361 6040 Marseille
8761 10662 Paris
8018 6364 Toulouse
12725 19798 Oslo
12408 22684 Trondheim
13370 18039 Goeteborg
15791 19726 Stockholm
18423 21079 Helsinki
13726 16400 Kopenhagen
10206 13533 Amsterdam
9884 12263 Bruessel
10809 11240 Luxemburg
18130 12307 Krakau
18308 14209 Warschau
16865 10482 Bratislava
15202 11889 Prag
17995 10136 Budapest
22589 8503 Bukarest
19211 8055 Belgrad
18136 7074 Sarajevo
16499 8478 Zagreb
21273 6624 Sofia
19312 5122 Tirana
22307 2801 Athen
21368 4908 Saloniki
25051 6187 Istanbul
11551 9039 Bern
12165 9414 Zuerich
13760 9415 Innsbruck
16454 10470 Wien
12727 2726 Cagliari
12476 6992 Genua
12590 7868 Mailand
15897 4262 Neapel
15519 1969 Palermo
14734 5032 Rom
11720 7506 Turin
14406 7952 Venedig
8378 4543 Barcelona
4649 4031 Madrid
2860 1682 Sevilla
6689 3014 Valencia
948 3099 Lissabon
1620 5065 Porto
