99999.000000	3109.951125	3134.002553	1860.635644	3742.305439	927.465363	8948.770251	6931.416378	8790.407727	6506.838249	6219.706745	6054.599904	8273.857927	2677.463912	4252.830822	4823.868365	3878.356611	2074.487407	5114.754344	9723.752414	9918.577519	13535.531205	13065.053731	3905.883895	6237.467194	8794.619094	5870.157494	11088.592426	13852.930412	17241.221824	
3109.951125	99999.000000	1308.342463	2042.372395	3525.667313	2210.470538	6776.662969	3934.710282	6864.672461	3486.663161	7094.981043	8135.984759	10780.205796	4221.084339	1491.118372	1713.957409	6941.844279	3805.628726	7014.825728	11886.943468	11557.575524	14721.985362	15073.931305	5469.850912	5056.892425	8418.242156	5654.497767	8838.177753	11139.808302	14345.710230	
3134.002553	1308.342463	99999.000000	2840.416343	2252.582962	2236.748533	7986.046894	4755.672928	5917.677923	3551.818126	8141.282700	8828.951014	11295.086233	4975.228336	2699.283238	2355.319511	6644.737617	3044.460215	6029.966832	10896.224346	10415.294907	13476.861244	14006.359877	4455.329056	3831.643120	7123.376798	4346.292328	8075.955547	10720.833969	14120.411396	
1860.635644	2042.372395	2840.416343	99999.000000	4468.772203	1467.876357	7088.643876	5353.579177	8744.460475	5477.423938	5333.045378	6100.316795	8744.335080	2188.779112	2665.264152	3577.088900	5610.843163	3588.979939	6837.068451	11544.628188	11615.772940	15109.126778	14866.014530	5479.965876	6597.967717	9649.168358	6731.966875	10823.664306	13180.867650	16351.329640	
3742.305439	3525.667313	2252.582962	4468.772203	99999.000000	3214.738870	10234.724080	6827.616348	5352.647382	5074.439674	9723.500296	9793.853685	11877.262353	6265.536609	4951.848948	4463.872758	6070.212187	2240.480306	4187.000119	8931.370835	8249.445193	11225.887805	11916.029246	2667.122232	2573.482660	5186.336376	2263.425060	7794.572727	11006.638769	14658.952759	
927.465363	2210.470538	2236.748533	1467.876357	3214.738870	99999.000000	8381.488233	6091.634674	8013.419994	5579.921146	6518.396122	6728.702995	9085.823518	3054.872338	3452.068655	3921.511188	4734.320859	2126.558252	5399.728141	10163.992572	10161.185167	13641.434712	13459.780273	4014.595496	5580.183958	8383.982168	5446.305629	10262.476991	12955.355688	16322.317054	
8948.770251	6776.662969	7986.046894	7088.643876	10234.724080	8381.488233	99999.000000	4131.923765	11557.810563	6679.364715	7398.052244	10247.017761	13169.660436	7744.423155	5297.312998	5933.430795	12576.114702	10411.621824	13701.957707	18530.830958	18327.953541	21460.311461	21787.715530	12199.040372	11057.479007	14612.627211	12167.878122	12427.780856	12778.453115	14541.708325	
6931.416378	3934.710282	4755.672928	5353.579177	6827.616348	6091.634674	4131.923765	99999.000000	7426.013803	2553.599225	8588.601574	10665.525257	13570.609198	7064.352483	2699.589043	2400.788412	10808.656207	7695.914566	10785.569294	15650.412455	15076.399073	17873.933255	18728.662365	9210.917435	7120.627220	10654.605952	8448.058002	8419.285302	9362.306233	11851.624741	
8790.407727	6864.672461	5917.677923	8744.460475	5352.647382	8013.419994	11557.810563	7426.013803	99999.000000	4891.102534	13959.622488	14723.841075	17063.626959	10892.787752	7494.602991	6241.254521	11396.814028	7592.501696	8663.438809	12473.586212	10927.616392	12377.319459	14690.735482	7533.229653	2882.711397	4487.671222	4474.122149	2484.612243	6055.000000	9861.746803	
6506.838249	3486.663161	3551.818126	5477.423938	5074.439674	5579.921146	6679.364715	2553.599225	4891.102534	99999.000000	9958.905161	11470.701635	14208.030581	7587.876449	3214.135343	1955.589425	10184.616733	6556.829264	9248.969240	13995.530179	13147.455571	15661.718839	16893.481731	7695.395571	4740.008122	8208.144065	6261.798863	6130.974637	7802.480695	10873.910888	
6219.706745	7094.981043	8141.282700	5333.045378	9723.500296	6518.396122	7398.052244	8588.601574	13959.622488	9958.905161	99999.000000	3066.845285	5840.219602	3542.372792	6752.450370	8052.794919	7899.798099	8287.810929	11005.777755	14995.850126	15704.221725	19511.861341	18362.723028	10045.746612	11930.763806	14902.041370	11964.676218	15862.264466	17714.967259	20434.146177	
6054.599904	8135.984759	8828.951014	6100.316795	9793.853685	6728.702995	10247.017761	10665.525257	14723.841075	11470.701635	3066.845285	99999.000000	2959.397405	3914.907534	8339.392904	9517.826327	6064.039743	7859.102366	9840.005894	13121.300736	14202.631024	18135.983045	16402.808327	9279.714705	12282.449471	14731.968131	11855.180344	16896.036754	19247.784002	22288.377644	
8273.857927	10780.205796	11295.086233	8744.335080	11877.262353	9085.823518	13169.660436	13570.609198	17063.626959	14208.030581	5840.219602	2959.397405	99999.000000	6629.845398	11156.218221	12273.401199	6870.962451	9738.117939	10951.366718	13248.068991	14733.279506	18686.110885	16300.369566	10790.173400	14441.413020	16465.568013	13727.870119	19347.902238	21917.056828	25073.013879	
2677.463912	4221.084339	4975.228336	2188.779112	6265.536609	3054.872338	7744.423155	7064.352483	10892.787752	7587.876449	3542.372792	3914.907534	6629.845398	99999.000000	4539.833587	5645.859811	5078.898010	4746.335112	7580.373144	11870.778323	12350.197772	16079.998818	15249.950623	6527.394886	8607.294581	11412.602157	8475.323239	13007.288457	15342.232237	18444.345611	
4252.830822	1491.118372	2699.283238	2665.264152	4951.848948	3452.068655	5297.312998	2699.589043	7494.602991	3214.135343	6752.450370	8339.392904	11156.218221	4539.833587	99999.000000	1310.184720	8130.152520	5259.539143	8497.536702	13365.612182	13046.561616	16174.363202	16563.144055	6958.410235	6146.192399	9631.707273	6984.809303	9173.967735	11007.645207	13949.154813	
4823.868365	1713.957409	2355.319511	3577.088900	4463.872758	3921.511188	5933.430795	2400.788412	6241.254521	1955.589425	8052.794919	9517.826327	12273.401199	5645.859811	1310.184720	99999.000000	8645.848252	5331.134964	8385.251934	13249.702827	12708.565694	15616.029361	16338.777953	6810.267910	5161.246070	8706.885838	6247.655960	7865.521979	9755.565027	12799.648120	
3878.356611	6941.844279	6644.737617	5610.843163	6070.212187	4734.320859	12576.114702	10808.656207	11396.814028	10184.616733	7899.798099	6064.039743	6870.962451	5078.898010	8130.152520	8645.848252	99999.000000	3876.807449	4085.008935	7133.400101	8143.921046	12088.608894	10479.529236	4173.420300	8538.372503	9848.390985	7373.984879	13857.721891	17034.082453	20610.718086	
